episode,reward,loss,portfolio_return,market_return,excess_return,steps,q_value,epsilon
34,-1.8279860653701598,8.825426504797676e-05,-0.8393,0.7951,-1.6344,8759,-0.022950597432985238,0.8433051360508336
35,-3.123534318700753,8.881684092276428e-05,-0.956,0.7951,-1.7511,8759,-0.02323494789579005,0.8390886103705794
36,-2.007529704964154,8.94225947261412e-05,-0.8656999999999999,0.7951,-1.6608,8759,-0.020841093956662858,0.8348931673187264
37,-2.285960354647343,9.046146935695879e-05,-0.8983,0.7951,-1.6934,8759,-0.02161371195311381,0.8307187014821328
38,-1.5685285505562292,8.976114775732533e-05,-0.7916,0.7951,-1.5867,8759,-0.02222899886315793,0.8265651079747222
39,-1.4070076026647342,8.955405288474128e-05,-0.7551000000000001,0.7951,-1.5502000000000002,8759,-0.01797681075078172,0.8224322824348486
40,-2.1841964400387663,8.836344697060217e-05,-0.8874,0.7951,-1.6825,8759,-0.008489887850093901,0.8183201210226743
41,-1.433506097578805,9.018211029740172e-05,-0.7615000000000001,0.7951,-1.5566,8759,-0.010359288023480448,0.8142285204175609
42,-2.0465482421634413,8.995840978540763e-05,-0.8708,0.7951,-1.6659000000000002,8759,-0.011556192019126884,0.810157377815473
43,-0.2894419285364162,8.977808203074112e-05,-0.25129999999999997,0.7951,-1.0464,8759,-0.013407123460961656,0.8061065909263957
44,-3.4733180103186667,9.136997347508555e-05,-0.9690000000000001,0.7951,-1.7641,8759,-0.015523850292397806,0.8020760579717637
45,-0.9112093897902065,9.060288900190278e-05,-0.598,0.7951,-1.3931,8759,-0.011548895489108462,0.798065677681905
46,-3.2438374104997436,9.131937083888968e-05,-0.961,0.7951,-1.7561,8759,-0.012979048928295876,0.7940753492934954
47,-1.541148404952602,9.225843159420724e-05,-0.7859,0.7951,-1.581,8759,-0.020065538851961703,0.7901049725470279
48,-3.029123985316003,9.058550454418493e-05,-0.9516,0.7951,-1.7467000000000001,8759,-0.02160991073339048,0.7861544476842928
49,-2.2543507087419963,9.18941236627638e-05,-0.8951,0.7951,-1.6902,8759,-0.01814747593443335,0.7822236754458713
50,-4.306894625264706,9.105663296363627e-05,-0.9865,0.7951,-1.7816,8759,-0.012990741195176948,0.778312557068642
51,-2.7514971592883066,9.168674934323407e-05,-0.9362,0.7951,-1.7313,8759,-0.012169639830778336,0.7744209942832988
52,-1.2153498681592203,9.252771946225682e-05,-0.7034,0.7951,-1.4985,8759,-0.011318829872108803,0.7705488893118823
53,-0.8784513519345934,9.206215990430411e-05,-0.5846,0.7951,-1.3797000000000001,8759,-0.018594501734218827,0.7666961448653229
54,-2.0227334068593907,9.218312103993409e-05,-0.8676999999999999,0.7951,-1.6627999999999998,8759,-0.022016907574610837,0.7628626641409962
55,-2.4800108255936055,9.104426755154756e-05,-0.9163,0.7951,-1.7114,8759,-0.013633166254502425,0.7590483508202912
56,-2.4312913429322056,9.252473463698155e-05,-0.9120999999999999,0.7951,-1.7071999999999998,8759,-0.02083348695768033,0.7552531090661897
57,-2.0286913313413217,9.143537462542254e-05,-0.8684999999999999,0.7951,-1.6636,8759,-0.013699346245800792,0.7514768435208588
58,-1.7239466286324456,9.076855741661148e-05,-0.8216,0.7951,-1.6167,8759,-0.008467082656124201,0.7477194593032545
59,-1.6342700439424673,9.002288862525632e-05,-0.8049,0.7951,-1.6,8759,-0.009439155893220193,0.7439808620067382
60,-2.9179607680882964,9.062972626689656e-05,-0.946,0.7951,-1.7410999999999999,8759,-0.008455212836140301,0.7402609576967045
61,-2.6094992776132715,9.001438650825454e-05,-0.9264,0.7951,-1.7215,8759,-0.006867467915189091,0.736559652908221
62,-1.7863013352779786,9.200156302417206e-05,-0.8323999999999999,0.7951,-1.6275,8759,-0.004076951396565334,0.7328768546436799
63,-3.623734696415368,9.170368633651563e-05,-0.9732999999999999,0.7951,-1.7684,8759,0.00615757328019742,0.7292124703704616
64,-2.0282181355274918,9.209751828413734e-05,-0.8684000000000001,0.7951,-1.6635,8759,0.002252595575607378,0.7255664080186093
65,-3.4761877311120926,9.329418415617876e-05,-0.9691,0.7951,-1.7642,8759,-0.001734271173558186,0.7219385759785162
66,-3.338265316391444,9.258647754460814e-05,-0.9645,0.7951,-1.7596,8759,-0.010004299311891313,0.7183288830986236
67,-1.46624632026227,9.43212734908958e-05,-0.7692,0.7951,-1.5643,8759,-0.012127228150020241,0.7147372386831305
68,-2.208886878502523,9.314866649725652e-05,-0.8902,0.7951,-1.6853,8759,-0.005288762660219267,0.7111635524897149
69,-0.2256858051344913,9.260761968243154e-05,-0.20199999999999999,0.7951,-0.9971,8759,-0.006228297132720552,0.7076077347272662
70,-2.7137807311165414,9.273506906209644e-05,-0.9337000000000001,0.7951,-1.7288000000000001,8759,-0.009002354655481593,0.7040696960536299
71,-0.9793730341484075,9.085384240509377e-05,-0.6245,0.7951,-1.4196,8759,-0.00831683520932622,0.7005493475733617
72,-2.037401846287065,9.134236988391537e-05,-0.8695999999999999,0.7951,-1.6646999999999998,8759,0.0023304143862485993,0.697046600835495
73,-2.267705769904322,9.229802370240486e-05,-0.8965000000000001,0.7951,-1.6916000000000002,8759,0.004103751605896968,0.6935613678313175
74,-1.4525226239231197,9.1880860239551e-05,-0.7659999999999999,0.7951,-1.5611,8759,0.00029915939004908267,0.6900935609921609
75,-2.277587691004127,9.163721350060865e-05,-0.8975,0.7951,-1.6926,8759,-0.005971475975156912,0.6866430931872001
76,-2.7290592540040697,9.153136803681633e-05,-0.9347,0.7951,-1.7298,8759,-0.004138802395909616,0.6832098777212641
77,-0.9557234858826769,9.136928679402162e-05,-0.6154999999999999,0.7951,-1.4106,8759,-0.0030556700571662066,0.6797938283326578
78,-1.7286627980396498,9.099053230907653e-05,-0.8225,0.7951,-1.6176,8759,0.0068600402257333664,0.6763948591909945
79,-1.076264808075882,9.19061154386668e-05,-0.6591,0.7951,-1.4542000000000002,8759,0.0018198401997324566,0.6730128848950395
80,-1.5934222154103126,9.347277448834069e-05,-0.7968000000000001,0.7951,-1.5919,8759,0.008366759454031685,0.6696478204705644
81,-3.0394353833515564,9.395086356906395e-05,-0.9521,0.7951,-1.7471999999999999,8759,0.006139787284329658,0.6662995813682115
82,-2.664796304799634,9.542004527385729e-05,-0.9304000000000001,0.7951,-1.7255000000000003,8759,0.004019262038621269,0.6629680834613705
83,-0.5872039792233342,9.726677321416178e-05,-0.44409999999999994,0.7951,-1.2391999999999999,8759,0.004137181367085893,0.6596532430440636
84,-3.1262154929250348,9.555991333413099e-05,-0.9561,0.7951,-1.7511999999999999,8759,0.015490396933096132,0.6563549768288433
85,-0.7995152588128238,9.795987094274223e-05,-0.5505,0.7951,-1.3456000000000001,8759,0.01661369852895643,0.653073201944699
86,-2.733924689447843,9.898578174406961e-05,-0.935,0.7951,-1.7301000000000002,8759,0.010808949025105615,0.6498078359349755
87,-1.9782530614400708,9.755574365776634e-05,-0.8617,0.7951,-1.6568,8759,0.011161429459427519,0.6465587967553006
88,-1.7701812247927957,9.822333880747567e-05,-0.8297,0.7951,-1.6248,8759,0.0118478358398818,0.6433260027715241
89,-3.174170516558243,9.863537640699298e-05,-0.9581999999999999,0.7951,-1.7532999999999999,8759,0.00852526826657485,0.6401093727576664
90,-1.0843408263646845,9.770355915655822e-05,-0.6618999999999999,0.7951,-1.4569999999999999,8759,-9.255669202954547e-05,0.6369088258938781
91,-0.42974765941910664,9.998371318162673e-05,-0.3493,0.7951,-1.1444,8759,0.005150118944582731,0.6337242817644086
92,-1.0166792283626807,9.91994595121002e-05,-0.6382,0.7951,-1.4333,8759,0.010632512369004405,0.6305556603555866
93,-0.8820060135703285,0.0001009654708481256,-0.586,0.7951,-1.3811,8759,0.009235635563456444,0.6274028820538087
94,-0.6331306095157399,0.00010044787690050334,-0.46909999999999996,0.7951,-1.2642,8759,0.012550944744505414,0.6242658676435396
95,-1.8971495505618667,0.00010041500019943782,-0.85,0.7951,-1.6451,8759,0.016877907824857055,0.6211445383053219
96,-1.9241572775188471,0.00010043956605732931,-0.8540000000000001,0.7951,-1.6491000000000002,8759,0.01998448985333087,0.6180388156137953
97,-1.4059582778432702,9.862890277551319e-05,-0.7548999999999999,0.7951,-1.5499999999999998,8759,0.01961510656362174,0.6149486215357263
98,-3.3931297576657706,0.00010117066242346278,-0.9664,0.7951,-1.7615,8759,0.014965148307195924,0.6118738784280476
99,-2.2350833359438367,0.00010206803344498071,-0.893,0.7951,-1.6881,8759,0.012694270186613637,0.6088145090359074
100,-2.8294568262873567,0.00010187306349992307,-0.941,0.7951,-1.7361,8759,0.01913481078651098,0.6057704364907278
101,-1.1197192820827562,0.0001021864190697969,-0.6736,0.7951,-1.4687000000000001,8759,0.019451256661302343,0.6027415843082742
102,-0.8903867519391079,0.00010331631492960186,-0.5895,0.7951,-1.3846,8759,0.016904895737421016,0.5997278763867329
103,-2.8533749233925145,0.00010523450233837623,-0.9423999999999999,0.7951,-1.7374999999999998,8759,0.02177197280354676,0.5967292370047992
104,-0.8483382099667328,0.00010171764712536665,-0.5719,0.7951,-1.367,8759,0.020676392720777675,0.5937455908197752
105,-1.469236077392181,0.00010276395015358342,-0.7698999999999999,0.7951,-1.565,8759,0.025561352782585138,0.5907768628656763
106,-3.1941353946580344,0.00010346927325158956,-0.9590000000000001,0.7951,-1.7541000000000002,8759,0.025335002446638378,0.5878229785513479
107,-0.9986032649555777,0.00010124100843388054,-0.6315999999999999,0.7951,-1.4266999999999999,8759,0.01832356099026557,0.5848838636585911
108,-2.4373706744848938,0.00010242168725519548,-0.9126000000000001,0.7951,-1.7077,8759,0.018416488604184794,0.5819594443402982
109,-1.5549352109659216,0.00010222227467149463,-0.7888,0.7951,-1.5838999999999999,8759,0.01767897856435485,0.5790496471185967
110,-1.5555496619299185,0.00010202863313622591,-0.7889,0.7951,-1.584,8759,0.015505624488880746,0.5761543988830038
111,-1.0836477471255987,0.00010111506013145427,-0.6616,0.7951,-1.4567,8759,0.020542045342378155,0.5732736268885887
112,-0.5780041124302544,0.000101305407934516,-0.439,0.7951,-1.2341,8759,0.024842766850322523,0.5704072587541458
113,-0.6198729733228258,0.00010270281850614204,-0.462,0.7951,-1.2571,8759,0.022920215581914295,0.567555222460375
114,-1.4326925318350294,0.00010030977899779417,-0.7613,0.7951,-1.5564,8759,0.027315764616184318,0.5647174463480732
115,-1.9582337206233378,9.955230893213951e-05,-0.8589,0.7951,-1.654,8759,0.023575713407179785,0.5618938591163328
116,0.031757935620290154,0.0001004223616549534,0.0323,0.7951,-0.7628,8759,0.02192272757425545,0.5590843898207511
117,-2.294308902812441,0.00010203904364038444,-0.8992,0.7951,-1.6943000000000001,8759,0.02067402231396742,0.5562889678716474
118,-1.5352793769640092,0.00010097726385193155,-0.7846,0.7951,-1.5796999999999999,8759,0.01378298765838398,0.5535075230322891
119,-1.4743254461277844,9.926737164990269e-05,-0.7711,0.7951,-1.5662,8759,0.01571036099514412,0.5507399854171277
120,-2.0059550856546537,9.937310959759039e-05,-0.8654999999999999,0.7951,-1.6606,8759,0.014192369157329961,0.547986285490042
121,0.2357417784115309,0.00010031749172884294,0.2658,0.7951,-0.5293000000000001,8759,0.022991778306686004,0.5452463540625918
122,-1.161264578963867,0.00010508586951296559,-0.6869,0.7951,-1.482,8759,0.030332712374073836,0.5425201222922789
123,-0.8885800711058226,0.00010539416473105315,-0.5888,0.7951,-1.3839000000000001,8759,0.038485733377295876,0.5398075216808175
124,-1.1888574869477857,0.00010574461512970361,-0.6954,0.7951,-1.4905,8759,0.037975259419972526,0.5371084840724134
125,-1.1552667559206393,0.00010659418672773876,-0.685,0.7951,-1.4801000000000002,8759,0.03628975064717535,0.5344229416520513
126,-3.3867884410838904,0.00010857377057888758,-0.9662000000000001,0.7951,-1.7613,8759,0.03655116391025942,0.531750826943791
127,-1.0050833290715435,0.00010621933622154423,-0.634,0.7951,-1.4291,8759,0.03680891397362676,0.5290920728090721
128,-1.3261803902552172,0.000106871273306535,-0.7345,0.7951,-1.5296,8759,0.03651409762224517,0.5264466124450268
129,0.09299355911080914,0.00010960750614244521,0.0975,0.7951,-0.6976,8759,0.029931378870979606,0.5238143793828016
130,-0.5240188914024047,0.00010800153893019024,-0.4079,0.7951,-1.203,8759,0.03429754064438046,0.5211953074858876
131,-3.7179382650105457,0.00011110548752590796,-0.9756999999999999,0.7951,-1.7708,8759,0.03128619001097386,0.5185893309484582
132,-1.6730639665563798,0.00011260341125203769,-0.8123,0.7951,-1.6074000000000002,8759,0.02964578230197244,0.5159963842937159
133,-0.3068691402864151,0.00010653528760683864,-0.2643,0.7951,-1.0594000000000001,8759,0.024084769708661267,0.5134164023722473
134,-1.1668060715719961,0.0001066065012222458,-0.6886,0.7951,-1.4837,8759,0.021121728902261393,0.510849320360386
135,-0.6945770879689029,0.00010881288449166107,-0.5007,0.7951,-1.2958,8759,0.02275783078302047,0.5082950737585841
136,-1.3741589087394965,0.00010880963886351041,-0.7469,0.7951,-1.542,8759,0.028721799424532915,0.5057535983897912
137,-1.959585799192605,0.00010710174922905234,-0.8591,0.7951,-1.6542,8759,0.03421760831874165,0.5032248303978422
138,-0.6428227215971265,0.00010696575993150564,-0.4742,0.7951,-1.2693,8759,0.031941145149822284,0.500708706245853
139,-0.9976954331876116,0.00010844834282454419,-0.6313,0.7951,-1.4264000000000001,8759,0.031909288466784806,0.4982051627146237
140,0.04588179099277846,0.00010875586229369982,0.047,0.7951,-0.7481,8759,0.029280612419153855,0.49571413690105054
141,-2.422785591084773,0.00010746860229466418,-0.9113,0.7951,-1.7064,8759,0.0338663316049717,0.4932355662165453
142,-1.0158296506332558,0.00010696956330253168,-0.6379,0.7951,-1.433,8759,0.03078510798535155,0.4907693883854626
143,-1.857015253700605,0.00010558144212413176,-0.8439,0.7951,-1.639,8759,0.03312633342922707,0.4883155414435353
144,-0.8873830190494615,0.00010502525654872242,-0.5882999999999999,0.7951,-1.3834,8759,0.032190828116825214,0.4858739637363176
145,-0.6621420371442928,0.00010773435038680217,-0.4843,0.7951,-1.2794,8759,0.031093096766522627,0.483444593917636
146,-2.557570583274313,0.00010472711616294676,-0.9225,0.7951,-1.7176,8759,0.03296491053588676,0.4810273709480478
147,-1.597157508632403,0.00010647071832631347,-0.7975,0.7951,-1.5926,8759,0.031222902975643875,0.47862223409330756
148,-0.8429117169577348,0.00010859501451792015,-0.5695,0.7951,-1.3646,8759,0.029180104663196402,0.47622912292284103
149,-0.8760893677910954,0.00010796658471156899,-0.5836,0.7951,-1.3787,8759,0.03165438956874414,0.4738479773082268
150,0.6115094202632787,0.00010857674097716167,0.8432,0.7951,0.04809999999999992,8759,0.034670080336323066,0.47147873742168567
151,0.9718543983146266,0.00010902355213688201,1.6428,0.7951,0.8477,8759,0.041157153316496276,0.46912134373457726
152,-1.4388674178610725,0.00011098552466460055,-0.7628,0.7951,-1.5579,8759,0.04014826935320116,0.46677573701590436
153,1.5213331843742974,0.00011439126977461074,3.5783,0.7951,2.7832,8759,0.036779513355259044,0.46444185833082485
154,1.1242854525679733,0.00011773005643316066,2.0780000000000003,0.7951,1.2829000000000002,8759,0.03843729369166249,0.46211964903917074
155,0.4634844835894358,0.0001200507811247857,0.5896,0.7951,-0.20550000000000002,8759,0.040697654486570145,0.4598090507939749
156,-3.0605295386307043,0.00012016612551353815,-0.9531000000000001,0.7951,-1.7482000000000002,8759,0.03877786631412138,0.457510005540005
157,0.21325496281472187,0.00012139186386769876,0.2377,0.7951,-0.5574,8759,0.0386815557231035,0.45522245551230495
158,0.5238147289540452,0.00012022797123923445,0.6884999999999999,0.7951,-0.10660000000000014,8759,0.04421262256312022,0.4529463432347434
159,-2.305640768869892,0.00012254859198555212,-0.9003,0.7951,-1.6954,8759,0.04681212080506269,0.4506816115185697
160,0.5543309386619789,0.00013252002309592417,0.7408,0.7951,-0.054300000000000015,8759,0.04561160581586418,0.4484282034609769
161,-0.39511029548687665,0.0001305930562844334,-0.3264,0.7951,-1.1215000000000002,8759,0.04920396105838103,0.446186062443672
162,-1.4909421404484493,0.00012501813444452985,-0.7748,0.7951,-1.5699,8759,0.04995067003454733,0.4439551321314536
163,-1.831605914942328,0.00012359970221774061,-0.8398,0.7951,-1.6349,8759,0.04797141177264819,0.4417353564707963
164,-1.3953726718848016,0.00012373747453401447,-0.7523000000000001,0.7951,-1.5474,8759,0.04363565171676107,0.43952667968844233
165,-0.5466367932876176,0.00012169367127484906,-0.4211,0.7951,-1.2162,8759,0.038751996927093475,0.43732904629000013
166,-1.393392765844029,0.00011924117178901206,-0.7518,0.7951,-1.5469,8759,0.03167901702356204,0.4351424010585501
167,-0.7038614953387586,0.00011926837820917273,-0.5053,0.7951,-1.3004,8759,0.02309099044376468,0.43296668905325736
168,-0.6392043736370403,0.00011982052695803064,-0.47229999999999994,0.7951,-1.2673999999999999,8759,0.024957225329766523,0.43080185560799106
169,-0.2671529785790018,0.00012246356001789364,-0.23440000000000003,0.7951,-1.0295,8759,0.023087335832013816,0.4286478463299511
170,-2.623671661909246,0.00012014621248143322,-0.9275,0.7951,-1.7226,8759,0.02432943974721648,0.42650460709830135
171,0.8226442416424632,0.00011878634666911203,1.2765,0.7951,0.48139999999999994,8759,0.028845444014558564,0.42437208406280985
172,0.2536059690067555,0.00012058885645355642,0.2887,0.7951,-0.5064,8759,0.03677063920382142,0.4222502236424958
173,0.1878022537479955,0.00011775266021099981,0.2066,0.7951,-0.5885,8759,0.031451600105402294,0.42013897252428334
174,-1.3142190327959837,0.0001231061746388983,-0.7313,0.7951,-1.5264,8759,0.030759107182211753,0.4180382776616619
175,0.15892936952265266,0.00012521289752092125,0.1723,0.7951,-0.6228,8759,0.036894030555766295,0.4159480862733536
176,0.5977732134256349,0.00012357964060022257,0.8181,0.7951,0.02300000000000002,8759,0.037952717353657565,0.41386834584198684
177,-0.8208360211461816,0.00012014730952496982,-0.5599000000000001,0.7951,-1.355,8759,0.03374694146978071,0.4117990041127769
178,-1.129595848436412,0.00011996461023633848,-0.6768000000000001,0.7951,-1.4719000000000002,8759,0.03486858758250727,0.40974000909221303
179,-1.9980341589687112,0.00012341907454393121,-0.8644,0.7951,-1.6595,8759,0.03490874130873835,0.40769130904675194
180,-1.8286329905060237,0.00012128550007675999,-0.8393999999999999,0.7951,-1.6345,8759,0.03371349471129025,0.40565285250151817
181,0.286000547942112,0.00012255208643469415,0.3311,0.7951,-0.464,8759,0.03415935249529836,0.4036245882390106
182,-0.9777433996326005,0.00012431541948721212,-0.6238,0.7951,-1.4189,8759,0.03090447089006972,0.4016064652978155
183,-1.999617122119606,0.00012476621884651223,-0.8645999999999999,0.7951,-1.6597,8759,0.0361619723771707,0.3995984329713264
184,0.9914042827168809,0.00012366638607209755,1.695,0.7951,0.8999,8759,0.034823764745456086,0.3976004408064698
185,-1.3435031984847376,0.00012158185782799966,-0.7391,0.7951,-1.5342,8759,0.030064955632102274,0.39561243860243744
186,-1.5459848890351409,0.00011736861624286653,-0.7868999999999999,0.7951,-1.5819999999999999,8759,0.022370871042471006,0.3936343764094253
187,0.20375086702556322,0.0001232337462978882,0.226,0.7951,-0.5691,8759,0.03052074478783725,0.39166620452737816
188,0.49107696162482145,0.00011940677197853486,0.6341,0.7951,-0.16100000000000003,8759,0.034937339517693976,0.3897078735047413
189,-1.5268717700876047,0.0001179332145462466,-0.7828,0.7951,-1.5779,8759,0.03559140900354303,0.3877593341372176
190,0.05352532417373703,0.00011841719646888092,0.055,0.7951,-0.7401,8759,0.03833176833246244,0.3858205374665315
191,-0.5340825265783137,0.00011817503934094002,-0.4138,0.7951,-1.2089,8759,0.0372688820691298,0.38389143477919885
192,-0.7849552225118741,0.0001226272470857785,-0.5439,0.7951,-1.339,8759,0.03516024372768274,0.3819719776053028
193,-0.4556573378774722,0.00012055888818093806,-0.366,0.7951,-1.1611,8759,0.033597158276600265,0.3800621177172763
194,-1.209408534826656,0.00011694616396957436,-0.7016,0.7951,-1.4967000000000001,8759,0.03330544943211319,0.37816180712868996
195,-2.085579946551043,0.00011654339970720761,-0.8758,0.7951,-1.6709,8759,0.03313022493747887,0.37627099809304654
196,-0.8591671400904378,0.00011503969707957072,-0.5765,0.7951,-1.3716,8759,0.02605415737265552,0.3743896431025813
197,0.7520801191926952,0.0001134731359798492,1.1214,0.7951,0.3262999999999999,8759,0.029109237432983427,0.37251769488706843
198,-1.5327728456571428,0.0001168109666638351,-0.7841,0.7951,-1.5792000000000002,8759,0.03563045534927397,0.3706551064126331
199,-0.7972935375531869,0.00011425473802863116,-0.5495,0.7951,-1.3446,8759,0.028053263853246566,0.36880183088056995
200,-0.9269934240171684,0.00011565080888019197,-0.6043,0.7951,-1.3994,8759,0.024984749650321318,0.3669578217261671
201,-0.8804624403757938,0.00011631565628016667,-0.5854,0.7951,-1.3805,8759,0.02896442119542942,0.36512303261753626
202,-1.0408476509927933,0.00011663589736393628,-0.6468,0.7951,-1.4419,8759,0.028442672265940012,0.3632974174544486
203,-1.4150182612991777,0.00011615018859942201,-0.7570999999999999,0.7951,-1.5522,8759,0.03266546963001137,0.3614809303671764
204,-1.7291421271911118,0.00011413421886796878,-0.8226,0.7951,-1.6177000000000001,8759,0.028422550497212318,0.3596735257153405
205,0.10627122808531528,0.00011571100214964761,0.1121,0.7951,-0.683,8759,0.02665715844510033,0.3578751580867638
206,0.99546925383336,0.0001206313350535088,1.706,0.7951,0.9108999999999999,8759,0.03163551298818716,0.35608578229633
207,-0.5170501731942091,0.0001173068439479387,-0.40369999999999995,0.7951,-1.1987999999999999,8759,0.033526569418800535,0.3543053533848483
208,-0.37434875346980884,0.00012003442756275054,-0.3123,0.7951,-1.1074000000000002,8759,0.031370079287101664,0.35253382661792404
209,-0.288089341128823,0.00012327121519584437,-0.2503,0.7951,-1.0454,8759,0.03304103697902237,0.3507711574848344
210,-0.600295083568043,0.00012415819012327978,-0.4514,0.7951,-1.2465000000000002,8759,0.035017077414779746,0.34901730169741024
211,0.3064336893443596,0.0001229149448056112,0.3586,0.7951,-0.43650000000000005,8759,0.0348960710169484,0.3472722151889232
212,-0.3041453663904367,0.0001230876663226582,-0.2622,0.7951,-1.0573000000000001,8759,0.032700557472871816,0.3455358541129786
213,-0.39683397883441235,0.00012359480116002117,-0.3276,0.7951,-1.1227,8759,0.03191332428633507,0.3438081748424137
214,0.6499830154456171,0.0001236930318190426,0.9155,0.7951,0.12039999999999995,8759,0.030556860599866304,0.3420891339682016
215,-0.6774252543738971,0.00011978109019285718,-0.4921,0.7951,-1.2872,8759,0.03322987638725233,0.3403786882983606
216,2.41919022523342,0.00012242489815466635,10.236799999999999,0.7951,9.441699999999999,8759,0.032202848069644546,0.3386767948568688
217,0.4090980346593464,0.00012022063055558519,0.5055,0.7951,-0.2896000000000001,8759,0.034196312787554174,0.33698341088258443
218,-0.24860327688423983,0.00011931051550989425,-0.22010000000000002,0.7951,-1.0152,8759,0.03554441354095337,0.3352984938281715
219,0.2896908857345936,0.00012294714954138035,0.336,0.7951,-0.4591,8759,0.03362759991243477,0.33362200135903064
220,-0.8457428323551748,0.00011988866283734454,-0.5708,0.7951,-1.3659,8759,0.03404054052907455,0.33195389135223546
221,0.25455652095014575,0.00011816447506624137,0.2899,0.7951,-0.5052000000000001,8759,0.03923724422075866,0.3302941218954743
222,-1.2268856854603298,0.0001193541808476905,-0.7068000000000001,0.7951,-1.5019,8759,0.04065528112634947,0.32864265128599696
223,-0.9331645889242142,0.0001222012200763211,-0.6067,0.7951,-1.4018000000000002,8759,0.0392312821396778,0.326999438029567
224,1.064057289314224,0.00012379128007505765,1.8981000000000001,0.7951,1.1030000000000002,8759,0.03825692277440389,0.3253644408394192
