episode,reward,loss,portfolio_return,market_return,excess_return,steps,q_value,epsilon
19,-0.8363401437987944,3.2070745644863124e-05,-0.5667,0.7951,-1.3618000000000001,8759,-0.003088375442482821,0.9091562615825302
20,-0.849797050606674,3.2775993758956097e-05,-0.5725,0.7951,-1.3676,8759,-0.007324725914632115,0.9046104802746175
21,-0.43231728373715334,3.208850520466364e-05,-0.35100000000000003,0.7951,-1.1461000000000001,8759,-0.009764258407727471,0.9000874278732445
22,-0.8165641639788089,3.158480429288782e-05,-0.5581,0.7951,-1.3532000000000002,8759,-0.007501416186170397,0.8955869907338783
23,-0.1482087827652114,3.180277208107583e-05,-0.1377,0.7951,-0.9328000000000001,8759,-0.00012266092274164906,0.8911090557802088
24,-0.7086613239307725,3.1458559397220036e-05,-0.5077,0.7951,-1.3028,8759,0.002283510134046835,0.8866535105013078
25,-0.6183883768471035,3.166290655719065e-05,-0.4612,0.7951,-1.2563,8759,-0.0011545142017663009,0.8822202429488013
26,-1.0833895773122069,3.141850020415111e-05,-0.6616,0.7951,-1.4567,8759,-0.0038255443606189238,0.8778091417340573
27,-0.904699550456357,3.1195806800540034e-05,-0.5953,0.7951,-1.3904,8759,-0.001225170037597639,0.8734200960253871
28,-0.31070219761365697,3.1641380594224225e-05,-0.2671,0.7951,-1.0622,8759,-0.002049844662576679,0.8690529955452602
29,-0.8592291959111238,3.174372161569896e-05,-0.5765,0.7951,-1.3716,8759,4.716491417493405e-05,0.8647077305675338
30,-0.9309061765154304,3.1704682136377027e-05,-0.6058,0.7951,-1.4009,8759,-0.001650821850376204,0.8603841919146962
31,-0.5126998724411842,3.1861779812921565e-05,-0.4011,0.7951,-1.1962000000000002,8759,-0.0039372509960516845,0.8560822709551227
32,-1.2938965139960494,3.2282566132922165e-05,-0.7258,0.7951,-1.5209000000000001,8759,-0.0025838735659164114,0.851801859600347
33,-1.3604454329207698,3.258760591710648e-05,-0.7434999999999999,0.7951,-1.5386,8759,-0.005773090999058844,0.8475428503023453
34,-0.961875152717919,3.239602010744771e-05,-0.6178,0.7951,-1.4129,8759,-0.0033887259177616917,0.8433051360508336
35,-1.4007502192668215,3.23359722465596e-05,-0.7536,0.7951,-1.5487000000000002,8759,-0.0024939384511333306,0.8390886103705794
36,-0.4671941794810864,3.264967322479645e-05,-0.3732,0.7951,-1.1683,8759,-0.004668061890655208,0.8348931673187264
37,-1.0955012983275692,3.274651583577514e-05,-0.6656,0.7951,-1.4607,8759,-0.004824420536367152,0.8307187014821328
38,-0.2651073340891231,3.264303577166079e-05,-0.2329,0.7951,-1.028,8759,-0.002098536558688718,0.8265651079747222
39,-0.8467413203554277,3.232107841204699e-05,-0.5711999999999999,0.7951,-1.3662999999999998,8759,-0.006421851207788101,0.8224322824348486
40,-0.7874755189972371,3.250650645278293e-05,-0.545,0.7951,-1.3401,8759,-0.008886646246457821,0.8183201210226743
41,-1.13523326558369,3.2695529703335026e-05,-0.6787000000000001,0.7951,-1.4738000000000002,8759,-0.006742533374603705,0.8142285204175609
42,-1.2330570653576853,3.2314562543473334e-05,-0.7086,0.7951,-1.5037,8759,-0.006010943795443227,0.810157377815473
43,-0.4257266759570553,3.276920399767284e-05,-0.3467,0.7951,-1.1418,8759,-0.006578700595158619,0.8061065909263957
44,-0.7357424256964599,3.317428289191852e-05,-0.5209,0.7951,-1.316,8759,-0.006923411806418221,0.8020760579717637
45,-0.6234416587770684,3.4052388769263864e-05,-0.4639,0.7951,-1.259,8759,-0.009172903692500988,0.798065677681905
46,-0.13893033894804707,3.346570724749749e-05,-0.1297,0.7951,-0.9248000000000001,8759,-0.004473641224078752,0.7940753492934954
47,-0.6249840115091433,3.386159103074173e-05,-0.4647,0.7951,-1.2598,8759,-0.006308337341803083,0.7901049725470279
48,-0.9739666873013526,3.307258401144742e-05,-0.6224000000000001,0.7951,-1.4175,8759,-0.008102520813920707,0.7861544476842928
49,-0.45041747121103903,3.310838678904078e-05,-0.3626,0.7951,-1.1577,8759,-0.0021410712431395367,0.7822236754458713
50,-0.22468836538015347,3.288879116841017e-05,-0.20120000000000002,0.7951,-0.9963000000000001,8759,-0.005600578578867172,0.778312557068642
51,0.6987982663485992,3.315657360467387e-05,1.0112999999999999,0.7951,0.21619999999999984,8759,-0.003205407865410125,0.7744209942832988
52,-0.7607056345363948,3.361740466660047e-05,-0.5327000000000001,0.7951,-1.3278,8759,-0.0012846492092772758,0.7705488893118823
53,-1.1997322836600421,3.3053136542816804e-05,-0.6987000000000001,0.7951,-1.4938000000000002,8759,-0.003305140682701874,0.7666961448653229
54,-0.9156840810778801,3.4177227258573784e-05,-0.5998,0.7951,-1.3949,8759,-0.0002973971306598885,0.7628626641409962
55,-0.33744948825310117,3.3956281676327965e-05,-0.2864,0.7951,-1.0815000000000001,8759,-0.0007207027681870253,0.7590483508202912
56,-0.23014720185129633,3.3453829107968173e-05,-0.20559999999999998,0.7951,-1.0007,8759,-0.008105589294369542,0.7552531090661897
57,0.003309646740577287,3.388380470642919e-05,0.0033,0.7951,-0.7918000000000001,8759,-0.0014425820679474974,0.7514768435208588
58,-0.6009137301887855,3.3419657027118285e-05,-0.4517,0.7951,-1.2468,8759,-0.00348353346472474,0.7477194593032545
59,-0.784889187166038,3.319474127211316e-05,-0.5438000000000001,0.7951,-1.3389000000000002,8759,-0.0054848522979450125,0.7439808620067382
60,-1.5494625626506469,3.375355221529076e-05,-0.7876000000000001,0.7951,-1.5827,8759,0.00018535945856377426,0.7402609576967045
61,-0.6592630732152959,3.428355126693298e-05,-0.4828,0.7951,-1.2779,8759,-0.0005332391654011634,0.736559652908221
62,-0.5194522920651776,3.4073869630939394e-05,-0.4052,0.7951,-1.2003,8759,-0.0013236985148202562,0.7328768546436799
63,-0.5017676723804992,3.35908208571895e-05,-0.3945,0.7951,-1.1896,8759,9.81966946319763e-05,0.7292124703704616
64,-0.8928129191043691,3.400351457152181e-05,-0.5905,0.7951,-1.3856000000000002,8759,0.0025622555625995293,0.7255664080186093
65,-0.36633878278222026,3.359528561532741e-05,-0.30670000000000003,0.7951,-1.1018000000000001,8759,0.002163386088570014,0.7219385759785162
66,-1.026035603800154,3.360072384445832e-05,-0.6416,0.7951,-1.4367,8759,0.0016591649595738428,0.7183288830986236
67,-0.7874674125682753,3.4331835672676654e-05,-0.545,0.7951,-1.3401,8759,3.557764846486634e-05,0.7147372386831305
68,-0.574356911169305,3.429506308262852e-05,-0.43689999999999996,0.7951,-1.232,8759,0.002535613023553489,0.7111635524897149
69,-0.5434977362054482,3.383600548625622e-05,-0.4193,0.7951,-1.2144,8759,0.0007967304747420047,0.7076077347272662
70,-1.2482233892206338,3.435243339573529e-05,-0.713,0.7951,-1.5081,8759,6.962708159362512e-07,0.7040696960536299
71,-0.697063712912098,3.436697687926557e-05,-0.502,0.7951,-1.2971,8759,-0.004403145350156456,0.7005493475733617
72,-1.4213772731057752,3.413006873827225e-05,-0.7585999999999999,0.7951,-1.5537,8759,-0.0019952608100847276,0.697046600835495
73,-0.5798315327484137,3.43203892754429e-05,-0.44,0.7951,-1.2351,8759,-0.0055032450742343334,0.6935613678313175
74,-0.6437165419461401,3.373395236076576e-05,-0.4747,0.7951,-1.2698,8759,-0.0038461258764990003,0.6900935609921609
75,-0.36520655023176274,3.4004824050966104e-05,-0.3059,0.7951,-1.101,8759,-0.0015409421836277903,0.6866430931872001
76,-0.7202404339037682,3.420202174525172e-05,-0.5134000000000001,0.7951,-1.3085,8759,0.0015867220496745315,0.6832098777212641
77,-0.9133319146143655,3.348558767418102e-05,-0.5988,0.7951,-1.3939,8759,-0.00015492125230285564,0.6797938283326578
78,-1.523021215632597,3.3091296760997116e-05,-0.7818999999999999,0.7951,-1.577,8759,-0.0008802342139063687,0.6763948591909945
79,-0.8697509551523043,3.252057823621576e-05,-0.5809000000000001,0.7951,-1.3760000000000001,8759,-0.004427429000890211,0.6730128848950395
80,-0.43609360067476727,3.251808569864826e-05,-0.35340000000000005,0.7951,-1.1485,8759,-0.007398708338154609,0.6696478204705644
81,-0.22487818387963582,3.262882907742438e-05,-0.2014,0.7951,-0.9965,8759,-0.002543738454666751,0.6662995813682115
82,-0.4107452699121738,3.194564627760478e-05,-0.3368,0.7951,-1.1319,8759,-0.0008579104843480636,0.6629680834613705
83,-0.7776601216764548,3.2561628779184544e-05,-0.5405,0.7951,-1.3356,8759,-0.0007193498841774966,0.6596532430440636
84,0.650103704439137,3.209889302316469e-05,0.9157,0.7951,0.12059999999999993,8759,0.0003054365636656455,0.6563549768288433
85,-1.0551749040432452,3.2333809653505065e-05,-0.6518999999999999,0.7951,-1.447,8759,-0.00040641309852907075,0.653073201944699
86,-0.28497990315495525,3.2994874035863186e-05,-0.248,0.7951,-1.0431,8759,0.00040273026688480973,0.6498078359349755
87,-1.019498874989919,3.3019854782881856e-05,-0.6392,0.7951,-1.4343,8759,9.793271504808058e-05,0.6465587967553006
88,-0.29468213532931364,3.269838758707362e-05,-0.2552,0.7951,-1.0503,8759,-0.0025373996147118605,0.6433260027715241
89,0.37304394890807496,3.3371995346395226e-05,0.4521,0.7951,-0.343,8759,0.0016724308334560894,0.6401093727576664
90,-0.07485309091126752,3.384841273629532e-05,-0.0721,0.7951,-0.8672,8759,0.005594665082874916,0.6369088258938781
91,-0.3666796201735157,3.416068156082475e-05,-0.307,0.7951,-1.1021,8759,0.009950352658829518,0.6337242817644086
92,-0.04923741578539414,3.5429476773776996e-05,-0.048,0.7951,-0.8431000000000001,8759,0.011648738419824008,0.6305556603555866
93,-1.003250862083297,3.553527961036569e-05,-0.6333,0.7951,-1.4284,8759,0.01008973585155475,0.6274028820538087
94,-0.550884632354119,3.609159383649512e-05,-0.4236,0.7951,-1.2187000000000001,8759,0.007366407407284589,0.6242658676435396
95,-0.534139682746731,3.6905060406740096e-05,-0.4138,0.7951,-1.2089,8759,0.004573432526652517,0.6211445383053219
96,-0.6497288620183548,3.725827602102653e-05,-0.4778,0.7951,-1.2729,8759,0.005009264330505025,0.6180388156137953
97,-0.6804228783772199,3.7821245939351745e-05,-0.4936,0.7951,-1.2887,8759,0.002077615193629031,0.6149486215357263
98,-1.1151455808651192,3.75400722950909e-05,-0.6720999999999999,0.7951,-1.4672,8759,0.004273765007011044,0.6118738784280476
99,-0.4673675607158095,3.768069780096226e-05,-0.3734,0.7951,-1.1685,8759,0.0030591770233709503,0.6088145090359074
100,-0.45512897487357323,3.798314198248482e-05,-0.36560000000000004,0.7951,-1.1607,8759,0.0013797511317099095,0.6057704364907278
